customer_id,signup_date,country,plan_type,monthly_revenue,active_users,logins_last_30_days,churned,referral_source,support_tickets
12153,2023-10-04,CA,,-0.28,6,14,0,,4
12154,2025-04-04,NGA,pro,19.95,4,10,0,,2
12155,2021-01-16,UK,Enterprise,14.79,2,7,0,Google Ads,3
12156,2022-03-27,United States,Free,10.06,1,3,0,Direct,3
12157,2022-01-30,CAN,pro,194.88,5,10,0,LinkedIn,0
12158,2020-11-04,UK,Enterprise,56.8,1,9,0,Referral,1
12159,2023-12-15,CA,Pro,40.83,1,3,0,Facebook,0
12160,2021-04-15,Nigeria,Pro,-8.99,3,10,0,Twitter,0
12161,2022-02-04,CAN,Pro,25.77,5,12,0,Twitter,2
12162,2023-10-18,NGA,Pro,2.54,1,10,0,Google Ads,0
12163,2024-11-20,UK,Free,199.29,4,15,0,Google Ads,1
12164,2024-11-03,Nigeria,Free,107.33,4,11,0,,2
12165,2023-01-06,UK,basic,10.14,2,10,1,,1
12166,2025-03-25,Nigeria,pro,3.67,6,15,0,Facebook,2
12167,2025-03-30,United Kingdom,Basic,6.52,3,14,0,Facebook,0
12168,2021-02-02,CA,pro,1.91,1,9,0,,0
12169,2025-01-12,Nigeria,Free,2.72,2,8,0,Twitter,3
12170,2023-07-27,CA,Basic,12.65,1,11,0,Facebook,3
12171,2023-04-06,CAN,,198.41,0,12,0,Twitter,0
12172,2024-06-03,NGA,basic,2.81,4,19,0,Twitter,0
12173,2020-12-28,CAN,,3.27,4,8,0,,1
12174,2025-03-06,Nigeria,pro,7.94,4,11,0,Direct,0
12175,2022-12-11,Canada,Pro,13.88,5,7,0,Google Ads,1
12176,2022-04-25,NGA,Enterprise,45.43,0,12,1,,3
12177,2021-01-18,CA,,44.79,2,11,0,Direct,1
12178,2020-06-15,NGA,Pro,5.69,5,5,0,Google Ads,0
12179,2020-03-23,Nigeria,pro,18.55,2,8,0,,0
12180,2022-06-02,USA,,-2.48,2,6,1,Direct,1
12181,2022-11-27,CA,Basic,1.84,3,5,0,,1
12182,2024-02-02,Germany,Free,21.66,0,9,1,Facebook,0
12183,2021-01-27,,,18.68,3,8,0,LinkedIn,0
12184,2023-07-03,US,Enterprise,2.52,1,7,0,,0
12185,2023-06-09,UK,Enterprise,14.91,4,12,0,Facebook,0
12186,2025-02-23,Nigeria,,8.34,5,11,0,Twitter,2
12187,2023-11-08,United States,Pro,107.98,4,11,0,Twitter,1
12188,2024-10-12,Germany,basic,-4.28,1,14,0,LinkedIn,0
12189,2023-08-30,United States,,17.69,5,11,0,Twitter,1
12190,2021-01-14,US,Enterprise,19.99,1,11,0,Google Ads,3
12191,2024-05-05,United States,Free,44.07,2,8,0,,1
12192,2021-04-08,United Kingdom,pro,0.73,4,7,0,Direct,2
12193,2025-03-25,Nigeria,basic,25.28,0,8,0,Referral,0
12194,2021-07-13,,,22.47,3,8,0,Direct,1
12195,2020-05-07,United Kingdom,pro,60.78,5,13,0,Referral,2
12196,2022-08-05,United States,Pro,0.7,3,7,0,,0
12197,2023-05-10,USA,pro,19.94,3,14,0,Twitter,2
12198,2022-10-29,USA,pro,21.01,2,10,0,Twitter,1
12199,2020-01-12,Canada,,26.72,2,12,0,,1
12200,2021-03-23,,Free,1.36,5,7,0,LinkedIn,1
12201,2024-01-23,US,pro,4.03,5,8,0,Referral,1
12202,2020-02-11,,Enterprise,100.09,4,11,0,Referral,0
12203,2023-01-19,CAN,Pro,44.63,1,8,0,LinkedIn,1
12204,2025-02-05,UK,Basic,15.94,4,8,1,Direct,4
12205,2024-11-08,Canada,basic,26.05,2,9,0,Google Ads,2
12206,2023-06-27,CA,Basic,22.7,3,16,0,Twitter,2
12207,2020-10-04,,Pro,44.42,1,10,0,LinkedIn,2
12208,2021-12-28,CAN,Pro,19.89,2,11,0,Facebook,2
12209,2023-11-10,NGA,pro,200.92,5,7,0,Referral,0
12210,2023-07-21,US,Free,23.44,4,13,0,,1
12211,2023-01-21,CA,,93.69,2,9,0,Twitter,2
12212,2022-05-07,UK,Basic,50.63,3,12,0,,1
12213,2022-09-29,United States,Pro,10.62,5,5,0,Twitter,1
12214,2020-04-19,,Enterprise,13.23,4,13,0,Facebook,0
12215,2022-10-26,UK,Free,-1.17,1,8,0,Direct,0
12216,2020-08-30,CAN,,22.41,3,10,0,Facebook,1
12217,2021-08-16,CA,,14.76,2,9,0,LinkedIn,1
12218,2022-11-02,,Pro,198.5,4,8,0,LinkedIn,2
12219,2022-06-21,United States,Enterprise,12.96,5,6,0,,0
12220,2021-12-10,Canada,pro,8.6,3,6,0,Facebook,1
12221,2022-05-20,Canada,Basic,50.45,3,6,0,Direct,2
12222,2020-11-03,USA,Basic,-3.95,3,6,0,Facebook,0
12223,2023-03-13,US,,1.84,2,12,0,Google Ads,1
12224,2020-02-29,United Kingdom,Enterprise,89.62,1,8,0,LinkedIn,1
12225,2023-03-09,Nigeria,basic,4.22,4,7,0,Direct,1
12226,2023-06-21,Nigeria,Free,11.66,4,9,0,,3
12227,2023-03-16,Canada,,99.56,3,16,0,,1
12228,2020-12-03,United States,Enterprise,56.4,4,13,0,Twitter,2
12229,2020-02-16,Canada,Free,3.45,1,11,0,Twitter,0
12230,2022-11-16,US,,7.36,2,8,0,Twitter,1
12231,2021-01-11,Canada,pro,19.94,2,4,0,Facebook,0
12232,2021-12-14,CAN,basic,8.47,3,7,0,Facebook,0
12233,2024-11-23,,Enterprise,19.79,5,12,0,LinkedIn,0
12234,2020-11-24,US,,53.54,2,9,0,,1
12235,2025-04-12,CAN,,90.39,3,11,0,Direct,3
12236,2020-10-24,CA,,5.78,0,11,0,LinkedIn,1
12237,2022-06-24,US,,94.86,3,13,0,LinkedIn,0
12238,2025-01-16,US,pro,201.59,4,11,0,,0
12239,2021-05-10,Canada,Enterprise,17.13,2,8,0,LinkedIn,1
12240,2021-06-10,UK,,97.32,5,8,0,Google Ads,1
12241,2020-08-09,USA,,7.21,2,12,0,,0
12242,2020-03-11,United States,Basic,-2.38,4,7,0,Referral,0
12243,2021-07-31,UK,basic,8.12,5,11,0,,1
12244,2021-05-27,UK,Enterprise,3.5,5,8,1,,2
12245,2020-09-24,CAN,pro,6.81,3,8,0,Google Ads,2
12246,2020-10-14,CAN,basic,9.76,5,12,0,Referral,2
12247,2021-02-01,USA,Enterprise,14.33,3,14,0,Google Ads,0
12248,2024-03-13,US,Free,11.99,3,4,1,LinkedIn,2
12249,2023-04-25,Nigeria,Pro,54.23,5,4,0,Referral,0
12250,2023-02-25,UK,,15.0,4,9,0,Facebook,3
12251,2025-07-04,NGA,basic,2.42,0,10,1,Referral,0
12252,2020-07-03,United Kingdom,Enterprise,48.03,3,13,0,Facebook,0
12253,2023-02-19,Canada,Basic,-3.8,4,7,0,Twitter,1
12254,2025-06-30,CA,,53.52,4,7,0,Facebook,1
12255,2021-08-11,United Kingdom,,6.88,3,10,0,Direct,0
12256,2022-10-04,United States,Enterprise,25.8,3,2,0,Referral,1
12257,2022-11-30,CA,Enterprise,46.88,5,9,0,Google Ads,2
12258,2021-11-03,United Kingdom,,5.79,1,19,0,Direct,1
12259,2021-10-13,United Kingdom,Free,45.4,5,16,0,LinkedIn,0
12260,2023-10-16,Canada,,95.35,3,5,0,,4
12261,2023-11-16,USA,Free,-0.77,6,5,1,LinkedIn,1
12262,2023-03-20,United Kingdom,Pro,94.76,3,11,0,Referral,0
12263,2024-03-25,Canada,Free,-0.98,4,12,0,LinkedIn,1
12264,2020-12-18,Nigeria,Pro,25.13,4,15,0,,1
12265,2020-09-14,CA,pro,26.19,1,7,1,LinkedIn,0
12266,2023-08-07,Nigeria,Free,1.65,2,13,0,Facebook,1
12267,2020-10-03,CAN,Free,91.99,3,8,0,Facebook,3
12268,2024-11-08,Canada,Basic,15.76,3,8,0,,1
12269,2023-10-22,US,Basic,2.92,4,7,0,Google Ads,1
12270,2021-07-14,Nigeria,Enterprise,16.8,1,14,0,Facebook,2
12271,2024-09-24,USA,pro,198.59,3,14,0,,0
12272,2020-01-29,Canada,basic,5.02,2,11,1,LinkedIn,1
12273,2022-08-02,UK,Enterprise,16.83,0,15,1,Google Ads,1
12274,2021-05-21,,pro,57.13,5,7,0,LinkedIn,2
12275,2022-03-02,Nigeria,pro,4.5,2,8,1,Facebook,1
12276,2020-05-04,US,Free,14.42,3,12,0,Twitter,0
12277,2025-06-23,USA,Free,6.03,2,14,0,Direct,2
12278,2020-07-07,,Enterprise,0.83,3,17,0,Facebook,0
12279,2020-03-07,UK,,12.75,5,2,0,Twitter,0
12280,2021-11-16,Germany,,13.98,1,13,0,Facebook,0
12281,2023-02-10,,Enterprise,17.81,4,10,0,,0
12282,2021-12-24,United Kingdom,,95.37,3,7,0,,2
12283,2023-09-23,CAN,pro,201.4,0,8,0,LinkedIn,0
12284,2021-01-07,Germany,Enterprise,4.79,2,6,0,Twitter,1
12285,2021-01-14,NGA,Basic,48.52,4,9,1,LinkedIn,1
12286,2024-02-29,CAN,pro,11.75,6,14,0,,1
12287,2021-03-23,CA,pro,7.27,3,10,0,LinkedIn,2
12288,2021-11-27,UK,Pro,18.58,1,13,0,Referral,3
12289,2020-01-18,Canada,,26.1,5,10,0,Direct,0
12290,2021-08-31,USA,Basic,24.19,5,8,1,Facebook,2
12291,2021-03-13,US,Free,-1.17,1,12,1,,0
12292,2025-06-26,CAN,Pro,4.04,3,5,0,Direct,1
12293,2021-10-09,Nigeria,Enterprise,10.97,2,11,0,Google Ads,2
12294,2024-10-05,US,pro,6.68,1,10,0,Facebook,1
12295,2022-01-12,Germany,,5.02,2,9,0,LinkedIn,0
12296,2021-07-26,CA,,198.46,3,6,1,Twitter,0
12297,2020-06-19,,pro,21.55,4,9,0,Facebook,1
12298,2023-01-12,,pro,60.79,2,12,0,Referral,1
12299,2022-11-16,US,pro,-3.87,3,10,0,Direct,0
12300,2022-07-29,USA,basic,106.32,6,12,0,Direct,2
12301,2021-02-23,Canada,Free,53.95,3,10,0,Facebook,3
12302,2021-12-02,NGA,pro,55.6,4,11,0,Referral,1
12303,2022-12-10,Nigeria,Free,103.82,3,8,0,Direct,4
12304,2021-09-10,United Kingdom,Free,20.46,3,11,0,Facebook,0
12305,2024-10-06,Canada,Free,6.99,3,12,0,Twitter,1
12306,2022-07-04,USA,Free,103.36,6,11,0,Facebook,0
12307,2022-10-14,CAN,Basic,48.9,1,9,0,Facebook,2
12308,2020-07-31,US,pro,52.26,3,5,0,Referral,0
12309,2023-11-22,CA,Enterprise,18.38,1,11,0,Google Ads,3
12310,2021-08-13,CA,,32.86,5,7,0,Twitter,0
12311,2022-06-22,USA,Basic,6.43,3,17,0,Facebook,1
12312,2022-12-27,Nigeria,pro,10.2,7,10,1,Google Ads,1
12313,2020-04-24,Canada,pro,6.9,5,15,0,Google Ads,1
12314,2020-11-13,,Pro,2.94,4,11,0,LinkedIn,1
12315,2022-12-01,United Kingdom,pro,3.17,1,8,0,Direct,1
12316,2022-04-02,United States,Pro,57.8,5,11,0,Direct,2
12317,2023-08-23,CA,Enterprise,3.9,2,9,1,Referral,2
12318,2020-09-19,United Kingdom,Pro,53.61,4,14,1,LinkedIn,1
12319,2023-10-12,,pro,13.95,1,7,0,Google Ads,0
12320,2020-12-06,Canada,,9.42,3,10,0,Google Ads,1
12321,2023-03-23,US,Basic,21.37,1,12,0,Google Ads,0
12322,2024-05-26,CAN,Basic,18.79,1,4,0,Direct,2
12323,2021-01-04,USA,pro,55.4,3,8,0,Twitter,1
12324,2024-10-17,US,,20.96,2,10,0,Twitter,1
12325,2023-06-27,NGA,Basic,13.76,3,14,0,Referral,0
12326,2024-07-19,United Kingdom,,24.92,4,9,0,Twitter,1
12327,2024-12-05,US,pro,19.05,4,11,1,Twitter,0
12328,2021-04-14,NGA,Pro,44.47,1,9,1,Direct,0
12329,2024-04-07,CA,Free,12.98,4,10,0,Referral,0
12330,2024-07-27,Nigeria,basic,15.29,5,10,0,Google Ads,2
12331,2023-11-12,Germany,pro,22.06,1,10,0,Facebook,0
12332,2023-10-20,,pro,3.63,6,10,0,,0
12333,2024-08-26,Canada,pro,-1.41,1,9,0,Twitter,3
12334,2024-05-02,CAN,pro,0.49,4,13,0,Direct,0
12335,2022-01-24,CAN,pro,20.23,2,17,0,Referral,1
12336,2021-01-07,United States,basic,99.84,2,10,0,,0
12337,2024-06-18,United Kingdom,,0.26,2,15,1,Facebook,2
12338,2023-09-08,,,20.18,2,11,0,LinkedIn,1
12339,2020-08-04,USA,basic,6.24,6,11,0,LinkedIn,0
12340,2024-01-05,Canada,pro,52.2,2,9,0,Google Ads,1
12341,2023-06-25,USA,Pro,6.71,2,10,0,LinkedIn,0
12342,2024-01-12,CA,Enterprise,25.35,7,14,0,Twitter,3
12343,2025-05-15,Canada,,8.44,1,10,0,Google Ads,1
12344,2022-08-02,US,Free,9.97,4,12,1,Referral,0
12345,2025-03-13,US,Pro,44.82,2,15,0,Referral,0
12346,2022-08-30,US,Free,-9.55,0,11,0,Twitter,0
12347,2023-12-20,NGA,Enterprise,46.95,2,8,0,Facebook,0
12348,2024-10-12,Canada,basic,4.19,3,8,0,,1
12349,2024-01-10,Canada,,-0.89,1,14,0,Google Ads,1
12350,2023-04-08,CAN,,46.38,1,5,0,Referral,1
12351,2022-05-05,US,Pro,45.71,4,6,0,Facebook,0
12352,2020-03-10,CAN,Free,20.75,2,12,0,LinkedIn,2
12353,2023-11-13,US,pro,3.41,2,18,0,LinkedIn,1
12354,2024-05-30,CAN,,108.2,3,13,1,Facebook,1
12355,2024-09-02,,Enterprise,8.36,3,12,0,Facebook,2
12356,2022-04-08,United Kingdom,pro,17.53,2,10,0,Google Ads,1
12357,2025-01-25,United States,Free,0.86,0,5,0,Google Ads,0
12358,2021-03-10,CAN,Free,19.54,3,6,0,Google Ads,2
12359,2020-01-25,,Basic,91.6,6,10,0,Direct,0
12360,2022-12-09,US,basic,28.77,3,8,0,LinkedIn,1
12361,2024-10-29,NGA,,96.14,7,10,0,Twitter,3
12362,2024-11-22,CAN,Basic,46.65,4,7,1,Google Ads,0
12363,2020-10-26,Nigeria,Pro,24.75,3,14,0,Direct,1
12364,2021-09-10,USA,pro,19.69,0,11,0,Google Ads,0
12365,2021-10-05,Germany,Enterprise,52.69,4,10,0,,1
12366,2024-07-01,CAN,Pro,43.32,4,10,1,,1
12367,2022-03-06,Germany,Free,14.5,2,4,0,Twitter,2
12368,2021-11-17,Nigeria,basic,13.52,5,14,0,Direct,1
12369,2022-10-10,,,-8.04,7,4,0,Google Ads,2
12370,2020-05-07,Nigeria,Basic,45.68,6,12,0,Google Ads,1
12371,2020-02-07,,Enterprise,-3.53,1,8,0,Referral,0
12372,2022-12-04,CA,Enterprise,191.69,5,10,0,LinkedIn,1
12373,2021-05-18,NGA,Pro,3.8,6,13,0,Google Ads,1
12374,2023-04-16,CA,basic,20.58,3,7,0,LinkedIn,0
12375,2025-01-24,United Kingdom,,56.49,2,8,0,Twitter,1
12376,2024-10-14,,Basic,6.03,0,10,0,Facebook,2
12377,2021-07-13,Nigeria,,10.79,1,10,0,Google Ads,0
12378,2022-07-20,,basic,33.43,3,11,1,Google Ads,2
12379,2023-01-19,Germany,Free,52.86,0,14,0,Facebook,1
12380,2025-01-13,CA,Enterprise,3.27,1,7,1,Referral,0
12381,2024-04-27,CAN,pro,2.45,3,14,0,Direct,0
12382,2021-03-18,Nigeria,Basic,91.03,5,8,0,LinkedIn,1
12383,2020-12-30,Nigeria,basic,28.22,1,7,1,Referral,0
12384,2022-04-19,,Basic,5.25,0,16,0,,1
12385,2020-07-16,United Kingdom,Free,8.51,1,11,0,Referral,2
12386,2022-01-04,Nigeria,basic,48.07,3,9,0,Referral,0
12387,2022-08-25,US,Basic,20.49,5,11,0,Google Ads,1
12388,2024-05-04,US,basic,22.5,3,5,0,,2
12389,2024-10-07,Canada,pro,-2.53,3,10,1,Referral,2
12390,2022-04-11,United States,,14.23,3,11,1,,1
12391,2021-01-25,US,pro,49.26,2,10,0,,0
12392,2020-12-12,United Kingdom,Free,7.36,2,12,0,Direct,0
12393,2023-06-10,Germany,basic,16.76,2,8,1,Referral,1
12394,2020-12-19,,basic,13.66,4,9,0,Facebook,1
12395,2023-07-22,UK,,23.73,3,8,0,Twitter,1
12396,2022-07-27,United Kingdom,,9.73,2,6,0,Referral,1
12397,2020-07-26,,Pro,55.11,4,10,0,Google Ads,1
12398,2023-06-27,NGA,basic,210.25,1,14,0,Facebook,0
12399,2025-07-11,Germany,Pro,99.07,2,8,0,Facebook,0
12400,2024-11-08,,Pro,53.06,4,17,0,Facebook,0
12401,2022-11-24,United States,Enterprise,19.45,2,12,1,LinkedIn,1
12402,2020-10-20,CAN,,106.59,2,10,0,Facebook,1
12403,2021-04-23,United Kingdom,Basic,49.5,3,17,0,LinkedIn,0
12404,2022-01-27,United Kingdom,Pro,2.65,4,16,0,LinkedIn,0
12405,2021-01-18,US,Free,97.7,4,7,0,Referral,0
12406,2024-02-17,United Kingdom,basic,8.39,3,19,0,Direct,1
12407,2024-11-07,United Kingdom,,105.99,3,11,0,LinkedIn,1
12408,2024-02-03,,pro,22.37,3,10,0,Facebook,1
12409,2021-09-05,CAN,,55.95,4,7,0,Facebook,1
12410,2021-12-30,US,pro,13.32,3,8,0,,1
12411,2021-09-07,,Free,16.53,3,9,0,Direct,2
12412,2024-11-24,CAN,Free,45.26,3,13,0,LinkedIn,0
12413,2021-05-28,Nigeria,Basic,9.27,2,8,0,Direct,3
12414,2022-04-18,Nigeria,Basic,15.8,6,17,0,Direct,0
12415,2025-07-11,Canada,basic,2.81,0,12,0,Direct,1
12416,2020-09-30,Canada,Basic,50.41,2,16,0,,2
12417,2023-06-17,Germany,Pro,-4.56,2,22,1,Google Ads,0
12418,2024-09-13,,basic,12.34,2,11,0,Facebook,1
12419,2023-03-07,Germany,Pro,-1.21,3,7,0,Facebook,5
12420,2022-11-08,Canada,,19.11,3,9,0,Google Ads,1
12421,2025-04-19,Nigeria,,11.57,1,6,0,LinkedIn,0
12422,2024-04-10,USA,basic,5.75,2,8,0,LinkedIn,1
12423,2021-06-15,USA,Pro,22.53,4,14,1,Direct,2
12424,2021-03-18,UK,Pro,18.7,3,12,0,Referral,0
12425,2021-09-04,UK,pro,14.82,3,10,0,,0
12426,2024-07-20,CA,pro,22.25,4,9,0,LinkedIn,0
12427,2023-03-25,Canada,,51.97,3,7,1,Google Ads,1
12428,2020-02-02,USA,pro,14.03,4,9,0,Facebook,0
12429,2023-10-15,NGA,,201.3,2,10,0,Facebook,0
12430,2021-07-03,UK,,-0.11,2,15,0,LinkedIn,0
12431,2024-06-26,USA,,52.6,4,12,0,LinkedIn,0
12432,2024-04-03,,,16.53,3,15,0,LinkedIn,1
12433,2020-06-20,United Kingdom,basic,40.44,5,8,0,Google Ads,0
12434,2025-06-22,Canada,,209.04,8,13,0,Google Ads,0
12435,2022-12-15,Germany,pro,198.34,3,9,0,Facebook,0
12436,2025-04-02,USA,,195.79,4,10,1,,1
12437,2022-02-14,CAN,,21.99,3,16,1,LinkedIn,0
12438,2021-08-16,United Kingdom,Enterprise,15.33,4,11,0,,1
12439,2021-08-15,USA,pro,2.78,1,15,0,,1
12440,2025-03-29,CAN,pro,8.01,1,12,0,Twitter,1
12441,2020-02-02,UK,Pro,22.03,1,10,1,LinkedIn,3
12442,2021-07-11,Germany,basic,40.76,2,14,0,,1
12443,2024-08-27,USA,basic,205.97,1,14,0,Facebook,1
12444,2020-07-05,United States,basic,51.28,3,8,0,Referral,2
12445,2024-10-04,UK,,0.36,8,10,0,Referral,0
12446,2021-12-25,United Kingdom,,49.43,3,8,0,,1
12447,2020-08-31,United Kingdom,Free,24.51,0,10,0,LinkedIn,0
12448,2022-01-07,Germany,pro,2.57,5,11,0,,0
12449,2021-11-10,United Kingdom,Free,21.58,5,6,1,Direct,0
12450,2023-10-15,Nigeria,Basic,25.58,1,11,0,Direct,0
12451,2021-04-30,United Kingdom,pro,21.98,4,12,0,Direct,1
12452,2021-08-18,United Kingdom,pro,103.04,1,8,0,,1
12453,2025-05-22,CAN,Pro,23.35,1,10,0,,1
12454,2022-02-23,Germany,pro,11.26,4,14,0,Direct,1
12455,2025-01-08,,Enterprise,45.37,1,7,0,Facebook,2
12456,2024-07-14,CAN,basic,94.92,4,9,0,Facebook,0
12457,2023-08-06,UK,,6.07,4,10,1,Facebook,2
12458,2023-05-04,CAN,Basic,18.9,3,16,0,Referral,0
12459,2021-07-10,NGA,pro,1.18,2,12,0,,0
12460,2024-05-26,,Basic,22.51,1,7,0,Twitter,0
12461,2020-07-04,USA,Enterprise,7.51,3,8,0,LinkedIn,3
12462,2025-01-09,United States,pro,-1.11,2,6,1,LinkedIn,0
12463,2024-10-26,,,18.04,2,11,0,LinkedIn,3
12464,2021-04-16,NGA,basic,14.69,4,5,0,LinkedIn,0
12465,2022-04-08,United States,Enterprise,99.68,1,5,1,Google Ads,1
12466,2024-03-25,CA,pro,53.09,3,11,0,Twitter,0
12467,2024-04-07,CA,pro,14.73,1,14,0,Direct,1
12468,2022-07-06,Nigeria,Pro,19.17,2,7,0,LinkedIn,0
12469,2023-11-10,US,Free,193.94,3,11,0,Facebook,0
12470,2021-11-11,US,Free,28.44,5,6,0,Direct,1
12471,2022-10-09,NGA,pro,49.92,3,11,1,,1
12472,2022-04-27,UK,Basic,16.71,4,6,0,Referral,0
12473,2021-06-20,,Free,96.92,2,10,0,Google Ads,1
12474,2023-11-11,Canada,Free,2.94,5,18,0,Referral,0
12475,2020-04-23,CA,Enterprise,96.92,6,13,0,Referral,1
12476,2025-01-03,United States,Free,3.61,4,11,0,,4
12477,2020-02-04,USA,basic,16.64,3,12,0,Facebook,2
12478,2023-06-05,NGA,,201.16,3,9,0,Twitter,0
12479,2024-07-17,NGA,Enterprise,46.22,3,10,0,,1
12480,2021-09-26,Nigeria,,9.87,3,8,0,,1
12481,2021-10-06,US,Basic,3.39,3,12,0,Google Ads,1
12482,2023-06-21,United States,pro,2.04,3,10,0,Facebook,1
12483,2020-03-14,United States,pro,202.39,4,11,0,Facebook,3
12484,2025-03-06,US,basic,-0.01,2,7,0,Twitter,1
12485,2025-03-23,CA,Enterprise,191.62,4,9,0,Google Ads,1
12486,2023-07-02,Nigeria,Enterprise,16.02,2,9,0,,0
12487,2021-07-23,Nigeria,Enterprise,21.1,1,9,0,Referral,1
12488,2025-02-09,,Basic,57.95,2,13,0,Twitter,0
12489,2024-01-18,NGA,basic,54.69,2,12,1,Google Ads,0
12490,2022-03-01,United Kingdom,Basic,16.4,2,16,0,Twitter,0
12491,2023-12-28,,Free,15.08,3,14,0,LinkedIn,1
12492,2023-10-05,United Kingdom,,54.76,4,14,0,LinkedIn,1
12493,2024-04-06,USA,Pro,47.44,1,10,0,,0
12494,2023-05-12,USA,basic,19.4,6,7,0,Direct,0
12495,2024-10-24,United Kingdom,Pro,22.8,3,14,0,,0
12496,2022-10-27,,Basic,-1.13,4,8,0,Facebook,2
12497,2025-07-27,Canada,,-4.45,4,10,0,Facebook,3
12498,2023-03-23,United Kingdom,,92.73,4,13,1,LinkedIn,1
12499,2025-03-31,United States,basic,-3.17,3,7,0,Facebook,1
12500,2025-06-16,USA,Enterprise,-0.91,2,6,0,LinkedIn,2
12501,2024-11-30,Canada,Basic,201.56,2,8,0,Google Ads,0
12502,2024-09-11,USA,Basic,11.38,0,4,1,Referral,1
12503,2023-08-12,,Pro,43.7,1,10,0,Twitter,0
12504,2025-04-18,,,22.29,0,8,0,,1
12505,2024-05-21,CAN,basic,-2.15,3,17,1,Direct,0
12506,2024-06-08,CA,,-1.06,3,17,0,Direct,0
12507,2022-05-24,Germany,pro,10.95,2,10,0,Direct,0
12508,2021-01-17,Nigeria,Free,12.26,3,15,0,,2
12509,2020-12-26,CA,Enterprise,12.74,6,14,0,Referral,2
12510,2021-01-10,,basic,-0.32,1,14,0,Referral,0
12511,2024-02-22,US,Pro,17.8,4,9,0,Direct,2
12512,2022-09-14,NGA,pro,94.5,3,6,0,,1
12513,2021-02-27,CA,Basic,-2.47,2,8,0,Referral,5
12514,2022-03-03,CAN,pro,52.1,3,4,1,Referral,1
12515,2023-12-22,US,Basic,-2.22,4,12,1,Referral,3
12516,2022-07-19,United States,,17.99,5,12,0,,1
12517,2022-05-22,Nigeria,Enterprise,6.97,4,9,1,LinkedIn,0
12518,2023-08-28,,pro,41.35,1,14,0,LinkedIn,0
12519,2025-05-12,CA,Enterprise,10.13,1,8,0,Direct,0
12520,2021-07-22,NGA,basic,13.11,2,8,0,Referral,0
12521,2020-08-16,Nigeria,Basic,13.71,4,8,0,Facebook,1
12522,2021-01-06,,Basic,7.9,3,10,0,Google Ads,3
12523,2020-01-17,CA,Enterprise,21.03,2,6,0,,0
12524,2025-02-22,Nigeria,Pro,20.55,4,6,0,LinkedIn,0
12525,2021-09-29,CAN,,18.39,3,11,0,Twitter,1
12526,2022-02-19,CAN,Free,1.69,1,5,0,LinkedIn,0
12527,2021-02-10,USA,basic,2.87,4,8,1,Direct,1
12528,2024-04-09,Canada,,99.66,1,9,0,Twitter,1
12529,2021-12-03,USA,Free,4.35,1,12,0,,1
12530,2022-05-16,NGA,Free,-0.92,2,8,0,,2
12531,2024-12-12,CA,Basic,4.26,2,7,0,LinkedIn,0
12532,2020-07-11,US,,193.75,2,9,0,Direct,2
12533,2025-04-17,United Kingdom,Free,43.83,2,10,0,LinkedIn,0
12534,2025-06-20,,,54.41,6,5,0,Referral,1
12535,2024-11-09,CAN,basic,-1.51,5,18,0,Twitter,0
12536,2020-09-09,USA,Free,19.34,3,13,0,Google Ads,2
12537,2022-04-22,NGA,Basic,7.92,2,8,0,Facebook,2
12538,2022-02-14,UK,,20.69,1,17,0,Referral,2
12539,2020-07-30,NGA,Pro,21.7,6,10,0,Direct,1
12540,2023-10-17,Germany,Pro,31.43,4,18,0,Referral,0
12541,2022-07-29,UK,Enterprise,45.92,4,11,0,,0
12542,2022-10-20,,,55.32,5,7,0,Facebook,0
12543,2024-07-16,Nigeria,Enterprise,-0.44,4,4,0,,0
12544,2022-12-07,United States,pro,18.2,3,7,0,Twitter,0
12545,2025-07-29,,Basic,10.11,4,10,0,Direct,2
12546,2020-10-20,Canada,basic,91.22,2,11,1,Facebook,2
12547,2021-12-29,,Free,99.19,2,10,0,Twitter,1
12548,2021-01-31,Canada,Enterprise,-0.64,1,6,0,Direct,5
12549,2021-01-01,CA,basic,43.68,3,11,0,Direct,1
12550,2022-01-22,,pro,15.14,3,12,0,LinkedIn,0
12551,2021-01-15,United States,Free,98.91,3,10,0,Google Ads,0
12552,2020-05-20,Germany,Pro,-7.79,4,4,1,Google Ads,1
12553,2022-10-05,,Pro,19.96,0,14,0,LinkedIn,1
12554,2024-04-29,Canada,,-1.02,4,15,0,Twitter,1
12555,2020-12-26,NGA,,16.4,1,9,0,,3
12556,2024-04-01,US,,105.47,7,13,0,Twitter,0
12557,2023-06-28,United Kingdom,,15.2,3,5,0,Twitter,0
12558,2024-08-03,Germany,,11.57,3,10,0,Direct,1
12559,2020-03-27,Germany,Free,2.42,2,9,0,Facebook,0
12560,2023-01-24,Canada,,17.87,3,9,0,Facebook,1
12561,2023-04-03,United Kingdom,Free,18.33,3,11,0,,0
12562,2023-01-25,United States,Free,43.44,5,16,1,LinkedIn,0
12563,2022-12-14,USA,Basic,-3.91,6,6,1,,0
12564,2022-09-05,CA,basic,9.92,1,6,0,Facebook,1
12565,2025-03-18,,pro,13.05,5,10,0,Google Ads,0
12566,2024-05-17,CAN,Free,2.13,2,9,0,LinkedIn,0
12567,2022-09-15,United States,,7.81,5,10,0,Direct,1
12568,2020-12-15,,Enterprise,15.06,2,8,0,Twitter,0
12569,2022-11-05,US,Free,95.47,5,13,0,Referral,2
