signup_date,country,plan_type,monthly_revenue,active_users,logins_last_30_days,churned,referral_source,support_tickets,year,month,day
2020-12-01,Canada,Basic,50,2,14,No,Direct,1,2020,Dec,1
2023-03-15,Germany,Premium,100,4,13,No,Facebook,2,2023,Mar,15
2022-11-21,Canada,Premium,100,4,9,No,Google Ads,2,2022,Nov,21
2020-06-01,United states,Premium,100,1,11,No,Google Ads,1,2020,Jun,1
2020-09-26,United kingdom,Basic,50,3,10,No,LinkedIn,0,2020,Sep,26
2024-01-05,Nigeria,Premium,100,2,14,No,LinkedIn,0,2024,Jan,5
2025-05-13,Germany,Basic,50,6,7,No,Direct,1,2025,May,13
2022-01-26,United states,Basic,50,5,12,Yes,LinkedIn,0,2022,Jan,26
2022-08-17,United states,Enterprise,500,0,9,Yes,Direct,0,2022,Aug,17
2025-03-02,United states,Premium,100,2,9,No,Direct,0,2025,Mar,2
2023-04-08,United kingdom,Basic,50,1,10,No,LinkedIn,0,2023,Apr,8
2024-05-14,United states,Basic,50,4,8,No,Direct,0,2024,May,14
2024-02-08,Canada,Basic,50,4,12,No,Direct,0,2024,Feb,8
2021-03-06,United states,Enterprise,500,4,7,No,Facebook,0,2021,Mar,6
2025-05-01,United states,Free,0,1,7,No,Referral,0,2025,May,1
2021-04-01,United states,Basic,50,4,12,No,LinkedIn,1,2021,Apr,1
2023-12-21,United states,Basic,50,0,10,No,Direct,0,2023,Dec,21
2023-08-01,Canada,Enterprise,500,4,10,Yes,Google Ads,1,2023,Aug,1
2023-12-23,Canada,Premium,100,4,6,No,Direct,1,2023,Dec,23
2021-01-05,United states,Basic,50,6,7,No,Direct,2,2021,Jan,5
2024-02-08,Canada,Free,0,5,8,No,Twitter,1,2024,Feb,8
2024-08-25,Nigeria,Basic,50,2,12,No,Twitter,3,2024,Aug,25
2022-02-03,Canada,Basic,50,7,6,No,Twitter,2,2022,Feb,3
2023-01-21,Nigeria,Premium,100,1,16,No,Twitter,0,2023,Jan,21
2024-04-28,United kingdom,Enterprise,500,5,7,No,Twitter,1,2024,Apr,28
2024-11-12,Germany,Free,0,3,9,No,Referral,1,2024,Nov,12
2020-07-24,Germany,Premium,100,3,16,Yes,Twitter,3,2020,Jul,24
2023-02-07,Nigeria,Premium,100,3,9,No,LinkedIn,1,2023,Feb,7
2021-12-06,United states,Basic,50,3,5,No,LinkedIn,1,2021,Dec,6
2022-12-06,Nigeria,Premium,100,3,9,No,Direct,2,2022,Dec,6
2021-05-30,Canada,Basic,50,3,10,No,Direct,1,2021,May,30
2020-06-07,Canada,Basic,50,2,10,No,Direct,0,2020,Jun,7
2024-02-13,United states,Enterprise,500,1,10,No,LinkedIn,0,2024,Feb,13
2020-03-09,United kingdom,Enterprise,500,3,8,No,LinkedIn,0,2020,Mar,9
2020-12-30,United states,Enterprise,500,1,12,No,LinkedIn,1,2020,Dec,30
2020-06-05,United kingdom,Free,0,2,14,No,LinkedIn,1,2020,Jun,5
2022-11-23,Canada,Basic,50,4,7,No,Referral,2,2022,Nov,23
2021-06-05,Canada,Premium,100,3,11,No,LinkedIn,2,2021,Jun,5
2022-01-22,Canada,Premium,100,3,14,No,Twitter,1,2022,Jan,22
2023-06-10,Nigeria,Basic,50,5,11,No,Referral,1,2023,Jun,10
2023-09-20,United states,Basic,50,4,8,No,Google Ads,2,2023,Sep,20
2023-11-05,United kingdom,Premium,100,1,7,No,Facebook,1,2023,Nov,5
2021-07-06,Canada,Premium,100,3,9,No,LinkedIn,0,2021,Jul,6
2024-05-10,Germany,Premium,100,4,6,No,Facebook,5,2024,May,10
2020-07-01,United states,Basic,50,2,7,No,LinkedIn,0,2020,Jul,1
2022-07-28,United states,Premium,100,1,15,Yes,Twitter,0,2022,Jul,28
2024-01-24,United kingdom,Basic,50,1,6,No,Twitter,2,2024,Jan,24
2022-08-03,Canada,Premium,100,5,6,No,Referral,0,2022,Aug,3
2020-06-12,United kingdom,Basic,50,3,12,No,Referral,3,2020,Jun,12
2024-12-26,Germany,Basic,50,5,5,No,LinkedIn,0,2024,Dec,26
2023-08-23,United states,Enterprise,500,4,6,No,LinkedIn,1,2023,Aug,23
2024-04-08,United kingdom,Free,0,3,11,No,LinkedIn,3,2024,Apr,8
2021-10-25,United states,Free,0,4,13,No,Twitter,0,2021,Oct,25
2024-09-11,Canada,Free,0,2,7,No,Twitter,0,2024,Sep,11
2024-06-30,United kingdom,Premium,100,2,7,No,Google Ads,1,2024,Jun,30
2024-01-14,Canada,Premium,100,1,8,Yes,Referral,0,2024,Jan,14
2025-02-06,United states,Premium,100,2,8,No,Google Ads,0,2025,Feb,6
2021-04-08,United kingdom,Premium,100,3,7,No,Google Ads,3,2021,Apr,8
2020-03-27,United states,Premium,100,5,10,No,Google Ads,0,2020,Mar,27
2023-08-26,United kingdom,Premium,100,1,11,No,Google Ads,2,2023,Aug,26
2023-03-12,Canada,Premium,100,3,13,No,Google Ads,2,2023,Mar,12
2020-11-05,United kingdom,Premium,100,4,10,No,Google Ads,2,2020,Nov,5
2024-03-08,Germany,Basic,50,6,9,No,Google Ads,2,2024,Mar,8
2021-01-03,Canada,Premium,100,2,9,Yes,Google Ads,1,2021,Jan,3
2022-01-26,Germany,Premium,100,1,12,No,Google Ads,2,2022,Jan,26
2024-05-01,United kingdom,Free,0,4,14,No,Twitter,4,2024,May,1
2025-02-24,United states,Premium,100,3,7,No,Facebook,2,2025,Feb,24
2024-10-09,United states,Premium,100,4,7,Yes,Facebook,2,2024,Oct,9
2020-04-18,Canada,Premium,100,2,5,No,Direct,1,2020,Apr,18
2023-04-30,Canada,Enterprise,500,1,8,No,Referral,2,2023,Apr,30
2020-11-24,United states,Enterprise,500,4,7,No,Google Ads,0,2020,Nov,24
2020-02-22,United kingdom,Premium,100,1,10,No,Google Ads,0,2020,Feb,22
2023-09-24,Canada,Enterprise,500,3,8,Yes,Direct,2,2023,Sep,24
2022-10-24,United kingdom,Basic,50,3,11,Yes,Direct,0,2022,Oct,24
2023-07-28,United kingdom,Premium,100,1,5,No,Twitter,1,2023,Jul,28
2024-05-26,Canada,Basic,50,1,13,No,Facebook,2,2024,May,26
2021-10-31,United kingdom,Free,0,5,11,No,Twitter,1,2021,Oct,31
2021-05-20,United kingdom,Basic,50,4,9,Yes,Twitter,1,2021,May,20
2024-08-14,Nigeria,Basic,50,2,5,Yes,Twitter,2,2024,Aug,14
2024-06-05,United states,Basic,50,3,7,No,Twitter,1,2024,Jun,5
2023-03-12,Canada,Free,0,2,16,No,Twitter,1,2023,Mar,12
2025-04-24,United kingdom,Free,0,3,4,No,Twitter,2,2025,Apr,24
2023-12-05,Canada,Basic,50,6,10,No,Twitter,0,2023,Dec,5
2025-02-20,United kingdom,Premium,100,4,10,No,LinkedIn,0,2025,Feb,20
2024-01-16,Canada,Basic,50,5,11,No,Google Ads,2,2024,Jan,16
2020-04-17,United states,Free,0,3,9,No,Twitter,1,2020,Apr,17
2021-12-15,United states,Premium,100,2,5,No,Twitter,0,2021,Dec,15
2024-05-04,Canada,Premium,100,4,14,Yes,Direct,0,2024,May,4
2024-03-10,Canada,Premium,100,4,10,No,Direct,2,2024,Mar,10
2023-05-05,Canada,Basic,50,2,18,No,LinkedIn,0,2023,May,5
2024-05-04,Canada,Free,0,1,10,No,Direct,2,2024,May,4
2023-08-18,Nigeria,Premium,100,6,14,No,Facebook,0,2023,Aug,18
2022-11-30,Canada,Free,0,4,10,No,Facebook,0,2022,Nov,30
2021-04-29,United states,Premium,100,5,12,No,Facebook,2,2021,Apr,29
2022-01-07,United states,Basic,50,1,8,No,Facebook,1,2022,Jan,7
2022-12-03,Nigeria,Basic,50,5,8,No,Twitter,1,2022,Dec,3
2023-07-05,Germany,Basic,50,3,10,Yes,Twitter,1,2023,Jul,5
2023-09-15,Canada,Basic,50,3,9,Yes,Direct,2,2023,Sep,15
2021-08-20,Canada,Free,0,4,9,No,Direct,0,2021,Aug,20
2021-08-23,United states,Premium,100,4,4,No,Google Ads,0,2021,Aug,23
2020-07-18,Canada,Free,0,6,7,Yes,Facebook,4,2020,Jul,18
2023-05-18,Canada,Free,0,5,12,Yes,Facebook,3,2023,May,18
2023-12-20,United states,Basic,50,4,13,No,Facebook,1,2023,Dec,20
2024-07-25,United kingdom,Free,0,5,10,No,Direct,1,2024,Jul,25
2024-05-29,United kingdom,Basic,50,7,10,No,Direct,1,2024,May,29
2022-11-03,Canada,Basic,50,7,12,No,Facebook,1,2022,Nov,3
2021-11-29,United states,Enterprise,500,4,6,No,Google Ads,1,2021,Nov,29
2024-10-14,Nigeria,Enterprise,500,4,13,No,Facebook,2,2024,Oct,14
2020-06-05,United states,Basic,50,2,11,No,Twitter,2,2020,Jun,5
2021-08-09,United states,Premium,100,4,12,No,Referral,1,2021,Aug,9
2024-10-02,Canada,Basic,50,3,8,No,Referral,1,2024,Oct,2
2023-06-25,United states,Free,0,2,7,No,Referral,1,2023,Jun,25
2024-01-03,United states,Free,0,4,10,No,Facebook,0,2024,Jan,3
2024-06-17,Canada,Basic,50,2,9,Yes,LinkedIn,0,2024,Jun,17
2021-08-18,United states,Basic,50,4,8,No,LinkedIn,1,2021,Aug,18
2021-12-03,United kingdom,Enterprise,500,3,6,No,Direct,0,2021,Dec,3
2024-08-29,Canada,Premium,100,7,6,No,Twitter,1,2024,Aug,29
2024-12-04,Nigeria,Premium,100,2,9,No,LinkedIn,2,2024,Dec,4
2020-01-24,United states,Premium,100,2,10,No,Google Ads,0,2020,Jan,24
2021-11-26,Nigeria,Basic,50,3,4,No,Referral,2,2021,Nov,26
2022-07-27,United states,Premium,100,7,13,No,Referral,2,2022,Jul,27
2021-02-22,United kingdom,Premium,100,3,10,No,Twitter,0,2021,Feb,22
2024-09-28,United states,Premium,100,2,16,No,Facebook,1,2024,Sep,28
2020-11-01,United states,Enterprise,500,6,12,No,Facebook,0,2020,Nov,1
2024-08-29,Canada,Basic,50,4,18,No,Facebook,1,2024,Aug,29
2023-10-04,Canada,Basic,50,6,14,No,Facebook,4,2023,Oct,4
2025-04-04,Nigeria,Premium,100,4,10,No,Facebook,2,2025,Apr,4
2021-01-16,United kingdom,Enterprise,500,2,7,No,Google Ads,3,2021,Jan,16
2022-03-27,United states,Free,0,1,3,No,Direct,3,2022,Mar,27
2022-01-30,Canada,Premium,100,5,10,No,LinkedIn,0,2022,Jan,30
2020-11-04,United kingdom,Enterprise,500,1,9,No,Referral,1,2020,Nov,4
2023-12-15,Canada,Premium,100,1,3,No,Facebook,0,2023,Dec,15
2021-04-15,Nigeria,Premium,100,3,10,No,Twitter,0,2021,Apr,15
2022-02-04,Canada,Premium,100,5,12,No,Twitter,2,2022,Feb,4
2023-10-18,Nigeria,Premium,100,1,10,No,Google Ads,0,2023,Oct,18
2024-11-20,United kingdom,Free,0,4,15,No,Google Ads,1,2024,Nov,20
2024-11-03,Nigeria,Free,0,4,11,No,Google Ads,2,2024,Nov,3
2023-01-06,United kingdom,Basic,50,2,10,Yes,Google Ads,1,2023,Jan,6
2025-03-25,Nigeria,Premium,100,6,15,No,Facebook,2,2025,Mar,25
2025-03-30,United kingdom,Basic,50,3,14,No,Facebook,0,2025,Mar,30
2021-02-02,Canada,Premium,100,1,9,No,Facebook,0,2021,Feb,2
2025-01-12,Nigeria,Free,0,2,8,No,Twitter,3,2025,Jan,12
2023-07-27,Canada,Basic,50,1,11,No,Facebook,3,2023,Jul,27
2023-04-06,Canada,Basic,50,0,12,No,Twitter,0,2023,Apr,6
2024-06-03,Nigeria,Basic,50,4,19,No,Twitter,0,2024,Jun,3
2020-12-28,Canada,Basic,50,4,8,No,Twitter,1,2020,Dec,28
2025-03-06,Nigeria,Premium,100,4,11,No,Direct,0,2025,Mar,6
2022-12-11,Canada,Premium,100,5,7,No,Google Ads,1,2022,Dec,11
2022-04-25,Nigeria,Enterprise,500,0,12,Yes,Google Ads,3,2022,Apr,25
2021-01-18,Canada,Enterprise,500,2,11,No,Direct,1,2021,Jan,18
2020-06-15,Nigeria,Premium,100,5,5,No,Google Ads,0,2020,Jun,15
2020-03-23,Nigeria,Premium,100,2,8,No,Google Ads,0,2020,Mar,23
2022-06-02,United states,Premium,100,2,6,Yes,Direct,1,2022,Jun,2
2022-11-27,Canada,Basic,50,3,5,No,Direct,1,2022,Nov,27
2024-02-02,Germany,Free,0,0,9,Yes,Facebook,0,2024,Feb,2
2021-01-27,United states,Free,0,3,8,No,LinkedIn,0,2021,Jan,27
2023-07-03,United states,Enterprise,500,1,7,No,LinkedIn,0,2023,Jul,3
2023-06-09,United kingdom,Enterprise,500,4,12,No,Facebook,0,2023,Jun,9
2025-02-23,Nigeria,Enterprise,500,5,11,No,Twitter,2,2025,Feb,23
2023-11-08,United states,Premium,100,4,11,No,Twitter,1,2023,Nov,8
2024-10-12,Germany,Basic,50,1,14,No,LinkedIn,0,2024,Oct,12
2023-08-30,United states,Basic,50,5,11,No,Twitter,1,2023,Aug,30
2021-01-14,United states,Enterprise,500,1,11,No,Google Ads,3,2021,Jan,14
2024-05-05,United states,Free,0,2,8,No,Google Ads,1,2024,May,5
2021-04-08,United kingdom,Premium,100,4,7,No,Direct,2,2021,Apr,8
2025-03-25,Nigeria,Basic,50,0,8,No,Referral,0,2025,Mar,25
2021-07-13,United states,Basic,50,3,8,No,Direct,1,2021,Jul,13
2020-05-07,United kingdom,Premium,100,5,13,No,Referral,2,2020,May,7
2022-08-05,United states,Premium,100,3,7,No,Referral,0,2022,Aug,5
2023-05-10,United states,Premium,100,3,14,No,Twitter,2,2023,May,10
2022-10-29,United states,Premium,100,2,10,No,Twitter,1,2022,Oct,29
2020-01-12,Canada,Premium,100,2,12,No,Twitter,1,2020,Jan,12
2021-03-23,United states,Free,0,5,7,No,LinkedIn,1,2021,Mar,23
2024-01-23,United states,Premium,100,5,8,No,Referral,1,2024,Jan,23
2020-02-11,United states,Enterprise,500,4,11,No,Referral,0,2020,Feb,11
2023-01-19,Canada,Premium,100,1,8,No,LinkedIn,1,2023,Jan,19
2025-02-05,United kingdom,Basic,50,4,8,Yes,Direct,4,2025,Feb,5
2024-11-08,Canada,Basic,50,2,9,No,Google Ads,2,2024,Nov,8
2023-06-27,Canada,Basic,50,3,16,No,Twitter,2,2023,Jun,27
2020-10-04,United states,Premium,100,1,10,No,LinkedIn,2,2020,Oct,4
2021-12-28,Canada,Premium,100,2,11,No,Facebook,2,2021,Dec,28
2023-11-10,Nigeria,Premium,100,5,7,No,Referral,0,2023,Nov,10
2023-07-21,United states,Free,0,4,13,No,Referral,1,2023,Jul,21
2023-01-21,Canada,Free,0,2,9,No,Twitter,2,2023,Jan,21
2022-05-07,United kingdom,Basic,50,3,12,No,Twitter,1,2022,May,7
2022-09-29,United states,Premium,100,5,5,No,Twitter,1,2022,Sep,29
2020-04-19,United states,Enterprise,500,4,13,No,Facebook,0,2020,Apr,19
2022-10-26,United kingdom,Free,0,1,8,No,Direct,0,2022,Oct,26
2020-08-30,Canada,Free,0,3,10,No,Facebook,1,2020,Aug,30
2021-08-16,Canada,Free,0,2,9,No,LinkedIn,1,2021,Aug,16
2022-11-02,United states,Premium,100,4,8,No,LinkedIn,2,2022,Nov,2
2022-06-21,United states,Enterprise,500,5,6,No,LinkedIn,0,2022,Jun,21
2021-12-10,Canada,Premium,100,3,6,No,Facebook,1,2021,Dec,10
2022-05-20,Canada,Basic,50,3,6,No,Direct,2,2022,May,20
2020-11-03,United states,Basic,50,3,6,No,Facebook,0,2020,Nov,3
2023-03-13,United states,Basic,50,2,12,No,Google Ads,1,2023,Mar,13
2020-02-29,United kingdom,Enterprise,500,1,8,No,LinkedIn,1,2020,Feb,29
2023-03-09,Nigeria,Basic,50,4,7,No,Direct,1,2023,Mar,9
2023-06-21,Nigeria,Free,0,4,9,No,Direct,3,2023,Jun,21
2023-03-16,Canada,Free,0,3,16,No,Direct,1,2023,Mar,16
2020-12-03,United states,Enterprise,500,4,13,No,Twitter,2,2020,Dec,3
2020-02-16,Canada,Free,0,1,11,No,Twitter,0,2020,Feb,16
2022-11-16,United states,Free,0,2,8,No,Twitter,1,2022,Nov,16
2021-01-11,Canada,Premium,100,2,4,No,Facebook,0,2021,Jan,11
2021-12-14,Canada,Basic,50,3,7,No,Facebook,0,2021,Dec,14
2024-11-23,United states,Enterprise,500,5,12,No,LinkedIn,0,2024,Nov,23
2020-11-24,United states,Enterprise,500,2,9,No,LinkedIn,1,2020,Nov,24
2025-04-12,Canada,Enterprise,500,3,11,No,Direct,3,2025,Apr,12
2020-10-24,Canada,Enterprise,500,0,11,No,LinkedIn,1,2020,Oct,24
2022-06-24,United states,Enterprise,500,3,13,No,LinkedIn,0,2022,Jun,24
2025-01-16,United states,Premium,100,4,11,No,LinkedIn,0,2025,Jan,16
2021-05-10,Canada,Enterprise,500,2,8,No,LinkedIn,1,2021,May,10
2021-06-10,United kingdom,Enterprise,500,5,8,No,Google Ads,1,2021,Jun,10
2020-08-09,United states,Enterprise,500,2,12,No,Google Ads,0,2020,Aug,9
2020-03-11,United states,Basic,50,4,7,No,Referral,0,2020,Mar,11
2021-07-31,United kingdom,Basic,50,5,11,No,Referral,1,2021,Jul,31
2021-05-27,United kingdom,Enterprise,500,5,8,Yes,Referral,2,2021,May,27
2020-09-24,Canada,Premium,100,3,8,No,Google Ads,2,2020,Sep,24
2020-10-14,Canada,Basic,50,5,12,No,Referral,2,2020,Oct,14
2021-02-01,United states,Enterprise,500,3,14,No,Google Ads,0,2021,Feb,1
2024-03-13,United states,Free,0,3,4,Yes,LinkedIn,2,2024,Mar,13
2023-04-25,Nigeria,Premium,100,5,4,No,Referral,0,2023,Apr,25
2023-02-25,United kingdom,Premium,100,4,9,No,Facebook,3,2023,Feb,25
2025-07-04,Nigeria,Basic,50,0,10,Yes,Referral,0,2025,Jul,4
2020-07-03,United kingdom,Enterprise,500,3,13,No,Facebook,0,2020,Jul,3
2023-02-19,Canada,Basic,50,4,7,No,Twitter,1,2023,Feb,19
2025-06-30,Canada,Basic,50,4,7,No,Facebook,1,2025,Jun,30
2021-08-11,United kingdom,Basic,50,3,10,No,Direct,0,2021,Aug,11
2022-10-04,United states,Enterprise,500,3,2,No,Referral,1,2022,Oct,4
2022-11-30,Canada,Enterprise,500,5,9,No,Google Ads,2,2022,Nov,30
2021-11-03,United kingdom,Enterprise,500,1,19,No,Direct,1,2021,Nov,3
2021-10-13,United kingdom,Free,0,5,16,No,LinkedIn,0,2021,Oct,13
2023-10-16,Canada,Free,0,3,5,No,LinkedIn,4,2023,Oct,16
2023-11-16,United states,Free,0,6,5,Yes,LinkedIn,1,2023,Nov,16
2023-03-20,United kingdom,Premium,100,3,11,No,Referral,0,2023,Mar,20
2024-03-25,Canada,Free,0,4,12,No,LinkedIn,1,2024,Mar,25
2020-12-18,Nigeria,Premium,100,4,15,No,LinkedIn,1,2020,Dec,18
2020-09-14,Canada,Premium,100,1,7,Yes,LinkedIn,0,2020,Sep,14
2023-08-07,Nigeria,Free,0,2,13,No,Facebook,1,2023,Aug,7
2020-10-03,Canada,Free,0,3,8,No,Facebook,3,2020,Oct,3
2024-11-08,Canada,Basic,50,3,8,No,Facebook,1,2024,Nov,8
2023-10-22,United states,Basic,50,4,7,No,Google Ads,1,2023,Oct,22
2021-07-14,Nigeria,Enterprise,500,1,14,No,Facebook,2,2021,Jul,14
2024-09-24,United states,Premium,100,3,14,No,Facebook,0,2024,Sep,24
2020-01-29,Canada,Basic,50,2,11,Yes,LinkedIn,1,2020,Jan,29
2022-08-02,United kingdom,Enterprise,500,0,15,Yes,Google Ads,1,2022,Aug,2
2021-05-21,United states,Premium,100,5,7,No,LinkedIn,2,2021,May,21
2022-03-02,Nigeria,Premium,100,2,8,Yes,Facebook,1,2022,Mar,2
2020-05-04,United states,Free,0,3,12,No,Twitter,0,2020,May,4
2025-06-23,United states,Free,0,2,14,No,Direct,2,2025,Jun,23
2020-07-07,United states,Enterprise,500,3,17,No,Facebook,0,2020,Jul,7
2020-03-07,United kingdom,Enterprise,500,5,2,No,Twitter,0,2020,Mar,7
2021-11-16,Germany,Enterprise,500,1,13,No,Facebook,0,2021,Nov,16
2023-02-10,United states,Enterprise,500,4,10,No,Facebook,0,2023,Feb,10
2021-12-24,United kingdom,Enterprise,500,3,7,No,Facebook,2,2021,Dec,24
2023-09-23,Canada,Premium,100,0,8,No,LinkedIn,0,2023,Sep,23
2021-01-07,Germany,Enterprise,500,2,6,No,Twitter,1,2021,Jan,7
2021-01-14,Nigeria,Basic,50,4,9,Yes,LinkedIn,1,2021,Jan,14
2024-02-29,Canada,Premium,100,6,14,No,LinkedIn,1,2024,Feb,29
2021-03-23,Canada,Premium,100,3,10,No,LinkedIn,2,2021,Mar,23
2021-11-27,United kingdom,Premium,100,1,13,No,Referral,3,2021,Nov,27
2020-01-18,Canada,Premium,100,5,10,No,Direct,0,2020,Jan,18
2021-08-31,United states,Basic,50,5,8,Yes,Facebook,2,2021,Aug,31
2021-03-13,United states,Free,0,1,12,Yes,Facebook,0,2021,Mar,13
2025-06-26,Canada,Premium,100,3,5,No,Direct,1,2025,Jun,26
2021-10-09,Nigeria,Enterprise,500,2,11,No,Google Ads,2,2021,Oct,9
2024-10-05,United states,Premium,100,1,10,No,Facebook,1,2024,Oct,5
2022-01-12,Germany,Premium,100,2,9,No,LinkedIn,0,2022,Jan,12
2021-07-26,Canada,Premium,100,3,6,Yes,Twitter,0,2021,Jul,26
2020-06-19,United states,Premium,100,4,9,No,Facebook,1,2020,Jun,19
2023-01-12,United states,Premium,100,2,12,No,Referral,1,2023,Jan,12
2022-11-16,United states,Premium,100,3,10,No,Direct,0,2022,Nov,16
2022-07-29,United states,Basic,50,6,12,No,Direct,2,2022,Jul,29
2021-02-23,Canada,Free,0,3,10,No,Facebook,3,2021,Feb,23
2021-12-02,Nigeria,Premium,100,4,11,No,Referral,1,2021,Dec,2
2022-12-10,Nigeria,Free,0,3,8,No,Direct,4,2022,Dec,10
2021-09-10,United kingdom,Free,0,3,11,No,Facebook,0,2021,Sep,10
2024-10-06,Canada,Free,0,3,12,No,Twitter,1,2024,Oct,6
2022-07-04,United states,Free,0,6,11,No,Facebook,0,2022,Jul,4
2022-10-14,Canada,Basic,50,1,9,No,Facebook,2,2022,Oct,14
2020-07-31,United states,Premium,100,3,5,No,Referral,0,2020,Jul,31
2023-11-22,Canada,Enterprise,500,1,11,No,Google Ads,3,2023,Nov,22
2021-08-13,Canada,Enterprise,500,5,7,No,Twitter,0,2021,Aug,13
2022-06-22,United states,Basic,50,3,17,No,Facebook,1,2022,Jun,22
2022-12-27,Nigeria,Premium,100,7,10,Yes,Google Ads,1,2022,Dec,27
2020-04-24,Canada,Premium,100,5,15,No,Google Ads,1,2020,Apr,24
2020-11-13,United states,Premium,100,4,11,No,LinkedIn,1,2020,Nov,13
2022-12-01,United kingdom,Premium,100,1,8,No,Direct,1,2022,Dec,1
2022-04-02,United states,Premium,100,5,11,No,Direct,2,2022,Apr,2
2023-08-23,Canada,Enterprise,500,2,9,Yes,Referral,2,2023,Aug,23
2020-09-19,United kingdom,Premium,100,4,14,Yes,LinkedIn,1,2020,Sep,19
2023-10-12,United states,Premium,100,1,7,No,Google Ads,0,2023,Oct,12
2020-12-06,Canada,Premium,100,3,10,No,Google Ads,1,2020,Dec,6
2023-03-23,United states,Basic,50,1,12,No,Google Ads,0,2023,Mar,23
2024-05-26,Canada,Basic,50,1,4,No,Direct,2,2024,May,26
2021-01-04,United states,Premium,100,3,8,No,Twitter,1,2021,Jan,4
2024-10-17,United states,Premium,100,2,10,No,Twitter,1,2024,Oct,17
2023-06-27,Nigeria,Basic,50,3,14,No,Referral,0,2023,Jun,27
2024-07-19,United kingdom,Basic,50,4,9,No,Twitter,1,2024,Jul,19
2024-12-05,United states,Premium,100,4,11,Yes,Twitter,0,2024,Dec,5
2021-04-14,Nigeria,Premium,100,1,9,Yes,Direct,0,2021,Apr,14
2024-04-07,Canada,Free,0,4,10,No,Referral,0,2024,Apr,7
2024-07-27,Nigeria,Basic,50,5,10,No,Google Ads,2,2024,Jul,27
2023-11-12,Germany,Premium,100,1,10,No,Facebook,0,2023,Nov,12
2023-10-20,United states,Premium,100,6,10,No,Facebook,0,2023,Oct,20
2024-08-26,Canada,Premium,100,1,9,No,Twitter,3,2024,Aug,26
2024-05-02,Canada,Premium,100,4,13,No,Direct,0,2024,May,2
2022-01-24,Canada,Premium,100,2,17,No,Referral,1,2022,Jan,24
2021-01-07,United states,Basic,50,2,10,No,Referral,0,2021,Jan,7
2024-06-18,United kingdom,Basic,50,2,15,Yes,Facebook,2,2024,Jun,18
2023-09-08,United states,Basic,50,2,11,No,LinkedIn,1,2023,Sep,8
2020-08-04,United states,Basic,50,6,11,No,LinkedIn,0,2020,Aug,4
2024-01-05,Canada,Premium,100,2,9,No,Google Ads,1,2024,Jan,5
2023-06-25,United states,Premium,100,2,10,No,LinkedIn,0,2023,Jun,25
2024-01-12,Canada,Enterprise,500,7,14,No,Twitter,3,2024,Jan,12
2025-05-15,Canada,Enterprise,500,1,10,No,Google Ads,1,2025,May,15
2022-08-02,United states,Free,0,4,12,Yes,Referral,0,2022,Aug,2
2025-03-13,United states,Premium,100,2,15,No,Referral,0,2025,Mar,13
2022-08-30,United states,Free,0,0,11,No,Twitter,0,2022,Aug,30
2023-12-20,Nigeria,Enterprise,500,2,8,No,Facebook,0,2023,Dec,20
2024-10-12,Canada,Basic,50,3,8,No,Facebook,1,2024,Oct,12
2024-01-10,Canada,Basic,50,1,14,No,Google Ads,1,2024,Jan,10
2023-04-08,Canada,Basic,50,1,5,No,Referral,1,2023,Apr,8
2022-05-05,United states,Premium,100,4,6,No,Facebook,0,2022,May,5
2020-03-10,Canada,Free,0,2,12,No,LinkedIn,2,2020,Mar,10
2023-11-13,United states,Premium,100,2,18,No,LinkedIn,1,2023,Nov,13
2024-05-30,Canada,Premium,100,3,13,Yes,Facebook,1,2024,May,30
2024-09-02,United states,Enterprise,500,3,12,No,Facebook,2,2024,Sep,2
2022-04-08,United kingdom,Premium,100,2,10,No,Google Ads,1,2022,Apr,8
2025-01-25,United states,Free,0,0,5,No,Google Ads,0,2025,Jan,25
2021-03-10,Canada,Free,0,3,6,No,Google Ads,2,2021,Mar,10
2020-01-25,United states,Basic,50,6,10,No,Direct,0,2020,Jan,25
2022-12-09,United states,Basic,50,3,8,No,LinkedIn,1,2022,Dec,9
2024-10-29,Nigeria,Basic,50,7,10,No,Twitter,3,2024,Oct,29
2024-11-22,Canada,Basic,50,4,7,Yes,Google Ads,0,2024,Nov,22
2020-10-26,Nigeria,Premium,100,3,14,No,Direct,1,2020,Oct,26
2021-09-10,United states,Premium,100,0,11,No,Google Ads,0,2021,Sep,10
2021-10-05,Germany,Enterprise,500,4,10,No,Google Ads,1,2021,Oct,5
2024-07-01,Canada,Premium,100,4,10,Yes,Google Ads,1,2024,Jul,1
2022-03-06,Germany,Free,0,2,4,No,Twitter,2,2022,Mar,6
2021-11-17,Nigeria,Basic,50,5,14,No,Direct,1,2021,Nov,17
2022-10-10,United states,Basic,50,7,4,No,Google Ads,2,2022,Oct,10
2020-05-07,Nigeria,Basic,50,6,12,No,Google Ads,1,2020,May,7
2020-02-07,United states,Enterprise,500,1,8,No,Referral,0,2020,Feb,7
2022-12-04,Canada,Enterprise,500,5,10,No,LinkedIn,1,2022,Dec,4
2021-05-18,Nigeria,Premium,100,6,13,No,Google Ads,1,2021,May,18
2023-04-16,Canada,Basic,50,3,7,No,LinkedIn,0,2023,Apr,16
2025-01-24,United kingdom,Basic,50,2,8,No,Twitter,1,2025,Jan,24
2024-10-14,United states,Basic,50,0,10,No,Facebook,2,2024,Oct,14
2021-07-13,Nigeria,Basic,50,1,10,No,Google Ads,0,2021,Jul,13
